,Hotel_Name,Date,X,Y,Review,result
11,2fortheroadหาดจอมเทยนไทย,ม.ค.2016,12.89398,100.87397,"First drink here, charming comfortable place, haven't been here in the evening yet. Didn't have any Chang beer but had a very nice singha instead.","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
12,2fortheroadหาดจอมเทยนไทย,ก.ย.2014,12.89398,100.87397,"I have visited ""2 for the road"" several times now during my visits to the Jomtien area. I have always found the staff & management, courteous, knowledgable of the area, great to deal with. Service is always good and the atmosphere is very comfortable and relaxing.
The facility is clean and well looked after and they have a very good selection of cocktails and beverages to serve.
One of my favourite places to stop at in the Jomtien area.","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
13,2fortheroadหาดจอมเทยนไทย,None,12.89398,100.87397,"Un bar convivial et vraiment agreable.
Les cocktails sont excellents et le service parfait. Il ont du tres bon cafe egalement.
Ils louent moto et velo. C est pratique car le bar se trouve a 60 metres de la plage","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
14,2fortheroadหาดจอมเทยนไทย,ส.ค.2014,12.89398,100.87397,"Tres bien place dans le coeur de jomtien beach.
le 2 for the road passe de la tres bonne music et autres videos.
la barman tres sympathique realise de tres bons cocktails.
la clientele est internationale.
L ambiance est vraiment agreable","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
15,2สกายพทยารอคเกตบอลไทย,พ.ย.2018,12.92471,100.867577,"ウォーキングストリートの１番奥にあります。
スモークの演出があって焦らされた後空に放り出されます。空中で景色見る余裕のある方は綺麗ですよーー。
すっごく楽しいのですが、ご飯前の方が良いと思います。","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
16,2สกายพทยารอคเกตบอลไทย,ม.ค.2019,12.92471,100.867577,"The activity was great. The price was on higher side which costed 1200THB for 2 person.
The video of the whole activity could be bought at 250THB. Seeing the reviews of this activity on video, I had requested the person in charge there to show me the video(which he apparently transferred on the CD) on the CD on his computer screen. And again and again he kept showing us the live feed they had recorded.
So beware of being conned for the video!!","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
17,2สกายพทยารอคเกตบอลไทย,ม.ค.2018,12.92471,100.867577,"Очень крутой аттракцион!но цена слишком завышена!адреналин конечно обеспечен,причем нереальный!я долго была под впечатлением)","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
18,2สกายพทยารอคเกตบอลไทย,พ.ย.2018,12.92471,100.867577,"Tulihan kokeiltua sekin jännitys iltapuhteella, kun kaveri ei edellisellä kerralla ketään mukaansa saanut.","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
19,2สกายพทยารอคเกตบอลไทย,ก.ย.2018,12.92471,100.867577,This is one of best things in pattaya it looks scary but believe me it was just awesome...must do if u r in pattaya..,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
20,2สกายพทยารอคเกตบอลไทย,ก.ค.2018,12.92471,100.867577,"We booked a voucher for this ride. Since my bf still has fiber cast on his left leg, i read all the guidelines, and good thing, it only says that the ride won't allow people with heart ailment and hypertension. So people in cast may ride? Yahooo! haha. Thus, we pushed thru. The sky rocket ball is a very good thrill-substitute for bungee jump. The part of free falling, is SUPER! I had a great laugh and time watching my bf having those I-Might-Die-Look and Scream. LOL. So for those ride-thrill-seeker, have a go for this.

Also, i recommend you avail for their HD video record for 250THB only. This is a once in a lifetime ride, so it will be fun to watch and reminisce those comical faces.","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
21,2สกายพทยารอคเกตบอลไทย,มี.ค.2018,12.92471,100.867577,"очень дорогой аттракцион. не стоящий своих денег.
ну для туристов не видавших страшных аттракционов мб да и составит впечатления, но для людей, которые видели уже что-то подобное лучше за такие деньги съездить в нормальных парк аттракционов. мое мнение","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
22,2สกายพทยารอคเกตบอลไทย,ม.ค.2018,12.92471,100.867577,"It was really cool. Seeing it from the streets is really attractive, so we decided to give it a try. They say you reach 5g acceleration, 100 kmph and 50 meters of altitude. It certainly feels that way. Don't remember when I experienced more G forces :D

Basically G forces makes you forget about your altitude, and then, as the ball calms down you're like ""wow, I'm really high in the air, and the view is really nice"".

They don't let you take your gopro as they have their own. But the problem is you get the footage (which is really good) on a CD... A museum technology. Now I have this CD with my self for 2 weeks and don't know what to do with it. Hoping to find some ancient PC when I return from my trip. Bring your own USB stick and tell them to put the footage on it.","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
23,2สกายพทยารอคเกตบอลไทย,ธ.ค.2017,12.92471,100.867577,"At the one end of the walking street you get the flashing lights and this ride. Well worth a watch people love it. All the light and you get to see people shot up into the air.
Must watch at night. Lots of fun","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
24,2สกายพทยารอคเกตบอลไทย,ธ.ค.2017,12.92471,100.867577,"Just walk pass and seem interesting, feeling shoot and spinning around but not and scared was cool to try","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
25,313TrainingStudioพทยาไทย,ต.ค.2020,12.93517,100.931686,"ขออนุญาตรีวิวเนื่องจากไปใช้บริการแล้วประทับใจมาก ให้เต็ม
313 ซาวน่าเป็นร้านบริการตามชื่อเลยค่ะ มีซาวน่า สตีม สระว่ายน้ำ บ่อแช่น้ำร้อนและน้ำเย็น แล้วก็มีฟิตเนสกับนวดด้วย ออกกำลังกยาแล้วหิวก็เติมพลังกินข้าวที่นี่ได้เลย ครบ จบที่เดียว มีห้องจัดสัมมนาพร้อมคาราโอเกะด้วยนะ

บรรยากาศดี สงบมาก เหมือนนั่งอยู่บ้านชิลๆเลย

ที่สำคัญคือคนไม่แออัดจ้ะ นั่งวนไปเลย 150 บาท คุ้มราคามาก ใครไม่เคยซาวน่ามาลองได้นะ","('neu', {'pos': 0.14901995582367647, 'neu': 0.3506393531419729, 'neg': 0.23239848892643375})"
26,313TrainingStudioพทยาไทย,ต.ค.2020,12.93517,100.931686,"ไปซาวน่าที่นี่คือดีมาก เค้ามีทุกอย่างครบ ทั้งซาวน่า สตีม ฟิตเนส สระว่ายน้ำ เด็กๆชอบมาก
แถมไปช่วงมีโปรนวด ขัดตัว สบายตัวมากก อาหารอรอย

โดยรวมคือดี สถานที่สะอาด สงบ แนะนำค่ะ","('pos', {'pos': 0.8660689111296058, 'neu': 0.022663693952233624, 'neg': 0.0828527978737085})"
27,313TrainingStudioพทยาไทย,เม.ย.2018,12.93517,100.931686,เซาน่า สตีม สปา ฟิตเนส โยคะ ต้องไปสัมผัสเอง ราคาไม่แพงเลย แต่ถ้าเทียบกับความดูดีมากๆ ของสถานที่ถือว่าราคาถูกมากๆ,"('neg', {'pos': 0.2905026145503174, 'neu': 0.0015272292612088013, 'neg': 0.92297341550992})"
28,313TrainingStudioพทยาไทย,มิ.ย.2017,12.93517,100.931686,มีห้องซาวน่า อบไอน้ำ บริการนวด สระว่ายน้ำร้อน และเย็น ห้องฟิตเนส ศิลปะการต่อสู้มวยไทย และฝึกอบรมในสถานที่หนึ่ง สิ่งอำนวยความสะดวกที่ดีเยี่ยมและการบริการลูกค้าที่ดี,"('neu', {'pos': 0.36505403439224365, 'neu': 0.6599533427298684, 'neg': 0.03633088614596135})"
29,313TrainingStudioพทยาไทย,ต.ค.2020,12.93517,100.931686,"ขออนุญาตรีวิวเนื่องจากไปใช้บริการแล้วประทับใจมาก ให้เต็ม
313 ซาวน่าเป็นร้านบริการตามชื่อเลยค่ะ มีซาวน่า สตีม สระว่ายน้ำ บ่อแช่น้ำร้อนและน้ำเย็น แล้วก็มีฟิตเนสกับนวดด้วย ออกกำลังกยาแล้วหิวก็เติมพลังกินข้าวที่นี่ได้เลย ครบ จบที่เดียว มีห้องจัดสัมมนาพร้อมคาราโอเกะด้วยนะ

บรรยากาศดี สงบมาก เหมือนนั่งอยู่บ้านชิลๆเลย

ที่สำคัญคือคนไม่แออัดจ้ะ นั่งวนไปเลย 150 บาท คุ้มราคามาก ใครไม่เคยซาวน่ามาลองได้นะ","('neu', {'pos': 0.14901995582367647, 'neu': 0.3506393531419729, 'neg': 0.23239848892643375})"
30,313TrainingStudioพทยาไทย,ต.ค.2020,12.93517,100.931686,"ไปซาวน่าที่นี่คือดีมาก เค้ามีทุกอย่างครบ ทั้งซาวน่า สตีม ฟิตเนส สระว่ายน้ำ เด็กๆชอบมาก
แถมไปช่วงมีโปรนวด ขัดตัว สบายตัวมากก อาหารอรอย

โดยรวมคือดี สถานที่สะอาด สงบ แนะนำค่ะ","('pos', {'pos': 0.8660689111296058, 'neu': 0.022663693952233624, 'neg': 0.0828527978737085})"
31,313TrainingStudioพทยาไทย,เม.ย.2018,12.93517,100.931686,เซาน่า สตีม สปา ฟิตเนส โยคะ ต้องไปสัมผัสเอง ราคาไม่แพงเลย แต่ถ้าเทียบกับความดูดีมากๆ ของสถานที่ถือว่าราคาถูกมากๆ,"('neg', {'pos': 0.2905026145503174, 'neu': 0.0015272292612088013, 'neg': 0.92297341550992})"
32,313TrainingStudioพทยาไทย,มิ.ย.2017,12.93517,100.931686,มีห้องซาวน่า อบไอน้ำ บริการนวด สระว่ายน้ำร้อน และเย็น ห้องฟิตเนส ศิลปะการต่อสู้มวยไทย และฝึกอบรมในสถานที่หนึ่ง สิ่งอำนวยความสะดวกที่ดีเยี่ยมและการบริการลูกค้าที่ดี,"('neu', {'pos': 0.36505403439224365, 'neu': 0.6599533427298684, 'neg': 0.03633088614596135})"
33,4TBarพทยาไทย,ต.ค.2019,12.89572,100.939438,"we visited this bar in october,and from day one the staff made us feel at home,they were all freindly polite and very professional, i highly recomend visiting T-4 Bar its relaxing freindly fun and a good bar for people watching ,I cannot thank these guys enough for making our stay extra special , a Big Big thankyou to our new freinds chea, joe, auntie sue, neung and fiddler, in fact all the satff were all amazing, cant wait to come back.......love thailand love 4-TBar
Love this Bar","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
34,4TBarพทยาไทย,ต.ค.2019,12.89572,100.939438,"4T Bar is a great bar in the Jomtien Complex. Wasanti (Chea) the host - is very welcoming, and freindly and the staff and handsome and attentive.
Spent time there evry nigh for 10 days, Chea alway smade me happy to be there, and always ensured we had a great evening. I would highy recommend visiting this bar, you will not be dissapointed. Max","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
35,4TBarพทยาไทย,มี.ค.2018,12.89572,100.939438,Very friendly nice to relax and watch the world go by. Cheap drinks local to all over bars Also has a pool table,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
36,4TBarพทยาไทย,ส.ค.2017,12.89572,100.939438,"4T Bar is a great bar in the Jomtien Complex. Jo the host - is very welcoming and the staff and handsome and attentive.
The beer is cold and you are made to feel very welcome.
Certainly worth a visit.
I go there regularly when I am in Jomtien","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
37,4TBarพทยาไทย,ก.พ.2017,12.89572,100.939438,"Amongst the many bars in the Jomtien complex this one leaves you feeling so at home. The relaxed atmosphere which the guys here have developed leaves you feeling you've known them forever, without any feeling of being a visitor, or that you're in a competitive area with lots of options.

Drinks are not expensive, service is first class and the whole place maintained very well. On a second visit, whilst waiting for friends to arrive, we felt we'd arrived at a venue filled with friends - not an easy task given the multi-national nature of the bar, but one which has been successfully achieved.

The Thai owners have really done well to produce a bar well above the expected standard, and their friendliness is phenomenal. Highly recommended to anyone visiting Jomiten, not only gay guys.","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
38,4TBarพทยาไทย,ต.ค.2015,12.89572,100.939438,"Один из баров в этом переулке Джомтьен-Комплекса. Случайно проходили, а там был какой-то праздник и тайское караоке. Присоединились.
Хозяин бара мистер Джо очень приветлив. Цены обычные для этого района.","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
39,4TBarพทยาไทย,None,12.89572,100.939438,"Kleine saubere gay bar inmitten von jomtien complex.
Normale Preise
Guter freundlicher Service
Abends wird doppelt Bestuhlung somit viel platz.
Offen ab 16.30 bis ca 01.00 oder lärger je nach Bedarf.
Immer lustige GeburtstagsPartys..","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
40,4TBarพทยาไทย,พ.ย.2014,12.89572,100.939438,The bars along this part of the Jomtien Complex are great for drinks with friends. Always clean and well managed. Very festive during birthday parties.,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
41,4TBarพทยาไทย,มิ.ย.2014,12.89572,100.939438,This intimate gay bar has been open for a year now and has added extra spice to the gay Jomtien Complex. The bar is kept very clean by the Thai owners and has perhaps the cheapest drinks in the Complex coupled with very handsome boys. Well worth s visit,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
42,4TBarพทยาไทย,ต.ค.2019,12.89572,100.939438,"we visited this bar in october,and from day one the staff made us feel at home,they were all freindly polite and very professional, i highly recomend visiting T-4 Bar its relaxing freindly fun and a good bar for people watching ,I cannot thank these guys enough for making our stay extra special , a Big Big thankyou to our new freinds chea, joe, auntie sue, neung and fiddler, in fact all the satff were all amazing, cant wait to come back.......love thailand love 4-TBar
Love this Bar","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
43,4TBarพทยาไทย,ต.ค.2019,12.89572,100.939438,"4T Bar is a great bar in the Jomtien Complex. Wasanti (Chea) the host - is very welcoming, and freindly and the staff and handsome and attentive.
Spent time there evry nigh for 10 days, Chea alway smade me happy to be there, and always ensured we had a great evening. I would highy recommend visiting this bar, you will not be dissapointed. Max","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
44,4TBarพทยาไทย,มี.ค.2018,12.89572,100.939438,Very friendly nice to relax and watch the world go by. Cheap drinks local to all over bars Also has a pool table,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
45,4TBarพทยาไทย,ส.ค.2017,12.89572,100.939438,"4T Bar is a great bar in the Jomtien Complex. Jo the host - is very welcoming and the staff and handsome and attentive.
The beer is cold and you are made to feel very welcome.
Certainly worth a visit.
I go there regularly when I am in Jomtien","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
46,4TBarพทยาไทย,ก.พ.2017,12.89572,100.939438,"Amongst the many bars in the Jomtien complex this one leaves you feeling so at home. The relaxed atmosphere which the guys here have developed leaves you feeling you've known them forever, without any feeling of being a visitor, or that you're in a competitive area with lots of options.

Drinks are not expensive, service is first class and the whole place maintained very well. On a second visit, whilst waiting for friends to arrive, we felt we'd arrived at a venue filled with friends - not an easy task given the multi-national nature of the bar, but one which has been successfully achieved.

The Thai owners have really done well to produce a bar well above the expected standard, and their friendliness is phenomenal. Highly recommended to anyone visiting Jomiten, not only gay guys.","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
47,4TBarพทยาไทย,ต.ค.2015,12.89572,100.939438,"Один из баров в этом переулке Джомтьен-Комплекса. Случайно проходили, а там был какой-то праздник и тайское караоке. Присоединились.
Хозяин бара мистер Джо очень приветлив. Цены обычные для этого района.","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
48,4TBarพทยาไทย,None,12.89572,100.939438,"Kleine saubere gay bar inmitten von jomtien complex.
Normale Preise
Guter freundlicher Service
Abends wird doppelt Bestuhlung somit viel platz.
Offen ab 16.30 bis ca 01.00 oder lärger je nach Bedarf.
Immer lustige GeburtstagsPartys..","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
49,4TBarพทยาไทย,พ.ย.2014,12.89572,100.939438,The bars along this part of the Jomtien Complex are great for drinks with friends. Always clean and well managed. Very festive during birthday parties.,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
50,4TBarพทยาไทย,มิ.ย.2014,12.89572,100.939438,This intimate gay bar has been open for a year now and has added extra spice to the gay Jomtien Complex. The bar is kept very clean by the Thai owners and has perhaps the cheapest drinks in the Complex coupled with very handsome boys. Well worth s visit,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
51,7สปามาชาลกซรพทยาไทย,ก.พ.2021,12.910902,100.86821,ประทับใจตั้งเเต่เดินเข้าร้านสปา พนักงานตอนรับบริการดีมาก มีบริการรับส่งถึงหน้าโรมเเรม เเละชอบตรงที่เดินเข้าไปนั่งในกลิ่นสมุนไพรทั้วร้าน รู้สึกสบายมาก พนักงานนวด นวดดีมากๆๆทำให้เรารู้สึกสบายตัวเเละผ่อนคลาย หลังนวดเสร็จมีน้ำสมุนไพรหอมๆให้เราดื่มอีกด้วย รอบหน้ามาพัทยาต้องเเวะอีกรอบคะ,"('pos', {'pos': 0.6379472303766631, 'neu': 0.016565758623790342, 'neg': 0.19551539943115215})"
52,7สปามาชาลกซรพทยาไทย,ต.ค.2020,12.910902,100.86821,"เยี่ยมจริงๆครับ สะอาด พนักงานบิการดี ที่สำคัญ หมอนวดฝีมือดีมากๆ และสุภาพมาก
มาพัทยาทุกครั้งต้องแวะมาตลอด ลองแวะมาดูครับแล้วจะติดใจ","('pos', {'pos': 0.9906128871401227, 'neu': 0.04411833212408555, 'neg': 0.05928670783551793})"
53,7สปามาชาลกซรพทยาไทย,ก.ย.2020,12.910902,100.86821,ร้านสะอาดมากมีกลิ่นหอมของสมุนไพร พนักงานบริการดีมีมารยาท ยิ้มแย้มแจ่มใส ใส่ใจรายละเอียดลูกค้าเป็นอย่างดี นอกจากนี้ทางร้านยังมีมารตราการในการคัดกรองลูกค้าช่วงโควิทเป็นอย่างดี หมอนวดฝีมือดีมาก,"('pos', {'pos': 0.6468826782660406, 'neu': 0.22754186770235407, 'neg': 0.060581234303454044})"
54,7สปามาชาลกซรพทยาไทย,ก.ค.2020,12.910902,100.86821,หยุดยาวนี้ได้มีโอกาสได้มาพัทยา ได้มาลองสปามีโปรโมชั่นคุ้มค่ามาก มีที่จอดรถสะดวก อโรม่าหอมมาก 2ชั่วโมงไม่พอเลยมีโอกาสจะแวะไปอีก,"('neu', {'pos': 0.18993656832636985, 'neu': 0.4424627678640121, 'neg': 0.26420880872772934})"
55,7สปามาชาลกซรพทยาไทย,เม.ย.2019,12.910902,100.86821,สถานที่มีที่จอดรถสะดวกสบาย หอมกลิ่นสมุนไพรสด สะอาดมาก หมอนวดฝีมือดี ห้องกว้าง นวดเสร็จมีผลไม้เสริฟกับน้ำชาร้อน จะแวะมาบ่อยๆค่ะ,"('neu', {'pos': 0.2960005881595379, 'neu': 0.4695263629494616, 'neg': 0.17945609768960652})"
56,7สปามาชาลกซรพทยาไทย,ก.พ.2020,12.910902,100.86821,เป็นการนวดที่คุ้มค่าและให้ความผ่อนคลายสบายมากๆค่ะ ได้ทุกอย่างในโปรแกรมเดียวคุ้มสุดๆ สถานที่ก็สะอาด กลิ่นหอมสมุนไพร การบริการก็ประทับใจพนักงานสุภาพยิ้มแย้ม ถ้าว่างๆจะแวะไปใช้บริการใหม่แน่นอนค่ะ,"('neu', {'pos': 0.39213320615547204, 'neu': 0.4386926641792847, 'neg': 0.07546161176869035})"
57,7สปามาชาลกซรพทยาไทย,ก.ย.2019,12.910902,100.86821,ได้มาลองตัวที่เป็นซิกเนเจอร์ เพราะว่าปวดหลัง มีน้ำมันอโรม่ากับประคบร้อน ผ่อนคลายมาก และยังมีพวกน้ำมันที่เป็นของร้านขายด้วย ชารสชาติอร่อยดี,"('neu', {'pos': 0.11759967392438628, 'neu': 0.4871411568718876, 'neg': 0.09179698862519448})"
58,7สปามาชาลกซรพทยาไทย,เม.ย.2019,12.910902,100.86821,เข้ามาหอมกลิ่นเหมือนสมุนไพร อโรมามีให้เลือกเยอะมีน้ำชาสมุนไพรร้อน ล้างเท้าขัดเท้าชอบมาก หมอนวดฝีมือดีนวดเสร็จมีสัปปะรดกับน้ำชา,"('neg', {'pos': 0.17946734101557865, 'neu': 0.04933167880204257, 'neg': 0.6457722134825731})"
59,7สปามาชาลกซรพทยาไทย,ก.ย.2017,12.910902,100.86821,บรรยากาศทุกอย่างโดยรวมโอเครมากค่ะ😍😍 ในร้านหอมมาก พนักงานยิ้มแย้มน่ารัก เป็นปลื้มค่าาา 😍😍 มีโอกาสต้องมาบ่อยๆ,"('pos', {'pos': 0.7965152009800549, 'neu': 0.05269355804813546, 'neg': 0.12002302889697965})"
60,7สปามาชาลกซรพทยาไทย,ก.ย.2017,12.910902,100.86821,บรรยากาศในร้านดีมาก รู้สึกอบอุ่น มีโอกาส ต้องมาบ่อยๆครับ 😍😍 เหมาะสำหรับการผ่อนคลายมากๆเลยครับ ใครมีโอกาสแนะนำให้ลองมาที่นี่เลยครับ พนักงานยิ้มแย้มแจ่มใส☺☺,"('neu', {'pos': 0.2092553590289465, 'neu': 0.3982160440644863, 'neg': 0.14230333677494708})"
61,808Clubพทยาไทย,ธ.ค.2020,12.926571,100.873421,"The 808 is fine but the candy shop below bar unless your buying beer or a bottle all the well bottles are watered down , especially the vodka and whiskey. This is normal in Thailand but they have gone over board!","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
62,808Clubพทยาไทย,ม.ค.2020,12.926571,100.873421,"Находится на знаменитой Walking street. Играет преимущественно R&B и хип-хоп. Я не поклонник этих направлений, поэтому мне здесь не понравилось","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
63,808Clubพทยาไทย,พ.ย.2019,12.926571,100.873421,ウォーキングストリートにある人気クラブ。海外の人気アーティストを招いたイベントも行っているようです。週末金曜日の午前2時頃に入場。場内は満杯状態で、ローカール８割、ファラン１割、残りは日本人を含めた東アジア系といった割合でした。フロア内でシーシャ(水たばこ)を吸えるので、煙が全体に立ち込めています。電子タバコを吸っているローカルも多数いました。シーシャが吸えるパタヤのおすすめクラブとして度々登場する８０８ですが、シーシャも電子タバコもパタヤでは禁止されています。ポリスの手入れがあった場合、トラブルに巻き込まれることもあるので注意が必要です。,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
64,808Clubพทยาไทย,พ.ย.2019,12.926571,100.873421,"This club was live every night that I attended, good DJ, Good atmosphere, reasonable priced drinks, I loved it","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
65,808Clubพทยาไทย,มิ.ย.2019,12.926571,100.873421,ウォーキングストリートにあるナイトクラブで、ヒップポップ系の音楽が大音量で流れていて、結構盛り上がっていました。ただ音楽や雰囲気、客層から好き嫌いがわかれそうな感じの店でした。,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
66,808Clubพทยาไทย,ต.ค.2019,12.926571,100.873421,"As soon as you finish your first drink a ""guard"" will approach you and demand that you buy another. If you don't immediately agree, he will aggressively throw you out. Was there all together less than ten minutes because we ordered shots (and were dumb enough to give a healthy tip). Avoid at all costs.","('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
67,808Clubพทยาไทย,ส.ค.2019,12.926571,100.873421,We been to there.hip hop music and many people.have vip and normal people.up to the candy shop bar.have many guard.,"('neu', {'pos': 0.09865828058155247, 'neu': 0.6965728393423399, 'neg': 0.06330526225382316})"
